day,sales
272,576
273,5869
274,9747
275,5305
276,1699
277,7382
278,1035
279,5301
280,8665
281,9181
282,1525
283,7799
284,9432
285,5383
286,7189
287,1508
288,9811
289,1058
290,1503
291,8286
292,4628
293,7028
294,9691
295,4648
296,299
297,9545
298,6635
299,4548
300,1642
301,1031
302,1520
303,8888
304,1519
305,2429
306,1549
307,4332
308,6157
309,3814
310,6127
311,3118
312,9012
313,7243
314,7043
315,529
316,1228
317,3519
318,9098
319,1092
320,4703
321,9995
322,8374
323,8190
324,5838
325,4530
326,8592
327,6227
328,6413
329,345
330,9070
331,7965
332,1641
333,9721
334,1830
335,1554
336,5869
337,8770
338,5593
339,533
340,9729
341,9426
342,5405
343,1140
344,4042
345,8347
346,9235
347,1339
348,806
349,5722
350,1986
351,922
352,6613
353,5240
354,3888
355,6752
356,5428
357,218
358,4697
359,7444
360,8405
361,1729
362,5019
363,5679
364,305
365,4028
366,8063
367,684
368,9446
369,4732
370,3516
371,8693
372,4171
373,6000
374,7329
375,8617
376,4607
377,6975
378,194
379,3882
380,4374
381,1134
382,8211
383,3733
384,1545
385,527
386,1989
387,5801
388,6356
389,6413
390,3635
391,1158
392,7982
393,5243
394,7720
395,9953
396,4615
397,7055
398,1181
399,3395
400,7018
401,6645
402,3939
403,3337
404,2596
405,4254
406,5587
407,3843
408,7690
409,4835
410,8456
411,3615
412,2296
413,5891
414,6859
415,6319
416,4995
417,2722
418,4284
419,6768
420,2833
421,1952
422,6665
423,2737
424,9386
425,948
426,9275
427,3041
428,8275
429,6421
430,8464
431,8011
432,8814
433,1876
434,840
435,3673
436,2799
437,2418
438,3164
439,2100
440,8056
441,4550
442,1556
443,3838
444,4110
445,9011
446,6213
447,9921
448,9456
449,9474
450,6245
451,9241
452,3878
453,2606
454,5645
455,2601
456,4264
457,8923
458,4808
459,6010
460,4999
461,5299
462,7570
463,5607
464,9489
465,5710
466,8248
467,7408
468,539
469,5533
470,3065
471,5802
472,7188
473,3609
474,7150
475,6434
476,1152
477,931
478,8407
479,6158
480,4264
481,9251
482,9420
483,3971
484,4935
485,1886
486,1271
487,8913
488,7112
489,7823
490,6864
491,1069
492,6377
493,305
494,6568
495,6573
496,6549
497,4652
498,6089
499,8246
500,8355
501,3434
502,1935
503,5383
504,1869
505,6813
506,1084
507,4845
508,2913
509,5594
510,7147
511,1108
512,854
513,4852
514,3018
515,8841
516,6172
517,2089
518,3851
519,2012
520,3900
521,5797
522,4573
523,2255
524,3134
525,1774
526,4933
527,6461
528,9663
529,2004
530,8153
531,7893
532,2380
533,7595
534,7085
535,8130
536,4990
537,3933
538,6420
539,4217
540,7395
541,113
542,4038
543,1725
544,9288
545,1012
546,9814
547,4496
548,3555
549,9392
550,2741
551,6861
552,1373
553,4300
554,2204
555,4730
556,5213
557,750
558,4745
559,8255
560,7304
561,1090
562,996
563,2875
564,7932
565,617
566,2767
567,8881
568,3327
569,9652
570,7761
571,6439
572,1861
573,3283
574,9661
575,8
576,3773
577,7533
578,7925
579,8191
580,7381
581,5362
582,1284
583,5376
584,7069
585,5206
586,8688
587,7346
588,6559
589,9936
590,4515
591,6437
592,4166
593,3207
594,8196
595,3806
596,1260
597,5325
598,4684
599,5786
600,2156
601,4169
602,7590
603,8616
604,4459
605,1817
606,5444
607,4301
608,3464
609,2721
610,8237
611,2596
612,6585
613,3344
614,3590
615,6282
616,7758
617,8225
618,314
619,5052
620,563
621,2401
622,2602
623,2646
624,3713
625,5617
626,8543
627,859
628,7887
629,6774
630,9111
631,559
632,4359
633,8700
634,1983
635,6591
636,9142
637,6512
638,2133
639,2526
640,3241
641,7150
642,4736
643,4111
644,8475
645,5367
646,2185
647,5381
648,5160
649,6564
650,4460
651,1537
652,4123
653,6074
654,3298
655,696
656,2334
657,5431
658,7872
659,3083
660,3176
661,9804
662,5708
663,1950
664,2327
665,3981
666,9764
667,1438
668,5253
669,1713
670,7969
671,3361
672,7133
673,2168
674,4569
675,2430
676,3866
677,416
678,9071
679,5010
680,572
681,6980
682,6999
683,7295
684,1082
685,9867
686,5956
687,1616
688,4545
689,8448
690,6174
691,2010
692,4621
693,1112
694,7037
695,4558
696,5361
697,7960
698,7407
699,2338
700,5863
701,6455
702,5727
703,4667
704,4547
705,520
706,227
707,6451
708,6080
709,8040
710,5823
711,7444
712,926
713,1509
714,1484
715,2496
716,741
717,3713
718,514
719,361
720,4654
721,4980
722,9577
723,9798
724,2249
725,5764
726,2656
727,380
728,472
729,6346
730,3302
731,1084
732,4933
733,9324
734,4433
735,9619
736,3397
737,6296
738,2285
739,947
740,9336
741,8186
742,8402
743,9905
744,6479
745,9200
746,7875
747,483
748,8106
749,5535
750,1483
751,6931
752,1260
753,1595
754,251
755,2191
756,2943
757,1987
758,4837
759,5068
760,8156
761,3185
762,5945
763,3288
764,6278
765,8954
766,3713
767,3818
768,2080
769,5430
770,385
771,781
772,9899
773,3936
774,6140
775,7638
776,6619
777,5654
778,8275
779,5194
780,8065
781,7708
782,9680
783,7944
784,7477
785,1953
786,4929
787,9034
788,9187
789,429
790,1834
791,5692
792,7554
793,9718
794,5887
795,6022
796,4457
797,9956
798,5502
799,1046
800,4947
801,9342
802,5146
803,2169
804,5879
805,4769
806,8295
807,1799
808,9553
809,5795
810,1376
811,1800
812,6507
813,1911
814,3762
815,9664
816,5942
817,7950
818,9604
819,9188
820,8919
821,3104
822,7021
823,3574
824,737
825,1218
826,4525
827,1748
828,6063
829,9434
830,6680
831,4683
832,2887
833,6054
834,9098
835,7960
836,1722
837,8848
838,4954
839,9057
840,7270
841,2408
842,4874
843,3258
844,5719
845,2645
846,8622
847,5417
848,4961
849,5859
850,8995
851,9393
852,72
853,3003
854,3519
855,8946
856,1761
857,6718
858,5789
859,6537
860,4220
861,5854
862,2692
863,5212
864,4173
865,6399
866,8624
867,5381
868,8576
869,1271
870,9704
871,7997
872,1535
873,6215
874,8376
875,1870
876,4046
877,5001
878,6860
879,9850
880,2276
881,3442
882,3487
883,9281
884,4443
885,1511
886,8629
887,2747
888,2397
889,3936
890,1425
891,6583
892,2671
893,9797
894,2596
895,1058
896,1765
897,4601
898,1135
899,8009
900,5517
901,6196
902,9216
903,5394
904,3712
905,7837
906,8242
907,1386
908,4484
909,6118
910,2707
911,2099
912,3720
913,1938
914,2369
915,5597
916,6592
917,7920
918,9528
919,3747
920,6887
921,2066
922,1242
923,7668
924,4032
925,7346
926,6479
927,1960
928,8033
929,4628
930,1033
931,6119
932,9347
933,7802
934,121
935,4914
936,8958
937,6926
938,7106
939,5252
940,8799
941,3244
942,1678
943,5218
944,1928
945,7912
946,4615
947,5770
948,1146
949,3192
950,7566
951,2660
952,6347
953,8330
954,8549
955,5263
956,4800
957,7479
958,2138
959,9217
960,5724
961,3064
962,2003
963,5742
964,2800
965,3250
966,164
967,8943
968,3362
969,1272
970,9967
971,4401
972,5436
973,6062
974,1875
975,9115
976,404
977,499
978,145
979,7289
980,4152
981,8625
982,870
983,7363
984,3745
985,7230
986,8499
987,2872
988,8095
989,963
990,1347
991,3715
992,5363
993,691
994,6051
995,7914
996,641
997,5151
998,1643
999,2076
